,All people aged 16 to 74,Economically active: Employee: Part-time,Economically active: Employee: Full-time,Economically active: Self-employed,Economically active: Unemployed,Economically active: Full-time student,Economically inactive: Retired,Economically inactive: Student,Economically inactive: Looking after home or family,Economically inactive: Long-term sick or disabled,Economically inactive: Other,Unemployed people aged 16 to 74: Aged 16 to 24,Unemployed people aged 16 to 74: Aged 50 to 74,Unemployed people aged 16 to 74: Never worked,Unemployed people aged 16 to 74: Long-term unemployed
S00104743,151,9,28,10,2,28,5,66,2,-,1,-,-,-,1
S00104744,128,8,41,9,-,15,-,51,1,1,2,-,-,-,-
S00104745,87,6,21,6,-,22,4,25,1,2,-,-,-,-,-
S00104746,134,1,15,2,1,24,-,88,3,-,-,-,-,-,-
S00104747,102,8,42,5,3,12,1,30,1,-,-,3,-,1,1
S00104748,112,4,22,5,1,20,6,50,2,1,1,1,-,-,1
S00104749,90,8,23,2,1,16,5,35,-,-,-,-,-,-,1
S00104750,129,5,25,6,1,25,11,50,1,5,-,1,-,-,-
S00104751,70,5,21,4,6,7,4,22,-,1,-,2,1,-,4
S00104752,111,3,30,7,-,21,4,40,3,1,2,-,-,-,-
S00104753,89,4,16,5,3,7,17,31,-,5,1,-,2,-,1
S00104754,122,7,22,3,-,23,3,62,-,1,1,-,-,-,-
S00104755,73,7,28,7,-,3,8,18,2,-,-,-,-,-,-
S00104756,88,10,31,7,-,9,2,21,4,1,3,-,-,-,-
S00104757,87,12,27,12,2,3,7,18,5,-,1,1,-,-,-
S00104758,63,3,26,-,3,10,2,17,1,-,1,2,-,1,1
S00104759,90,13,16,6,2,15,2,32,-,3,1,-,-,-,-
S00104760,110,7,36,5,2,14,3,39,1,2,1,-,-,-,-
S00104761,109,9,32,9,1,15,7,33,2,-,1,-,-,-,1
S00104762,72,6,19,3,2,10,2,26,-,1,3,2,-,-,1
S00104763,106,6,25,7,-,13,3,50,1,1,-,-,-,-,-
S00104764,161,14,47,8,4,18,4,59,2,2,3,1,-,-,2
S00104765,106,8,25,6,-,13,7,43,2,-,2,-,-,-,-
S00104766,111,7,36,3,4,18,5,34,1,3,-,1,-,1,-
S00104767,158,6,32,4,3,27,1,79,3,2,1,-,-,2,-
S00104768,135,7,34,5,1,13,12,45,1,14,3,1,-,-,1
S00104769,362,7,25,3,5,89,1,225,-,4,3,3,-,-,1
S00104770,90,1,31,2,-,9,4,41,-,-,2,-,-,-,-
S00104771,94,4,11,1,6,17,2,48,2,-,3,2,-,-,2
S00104772,106,4,37,6,3,16,2,37,-,1,-,1,-,-,2
S00104773,57,5,29,1,5,8,-,7,1,1,-,-,-,-,1
S00104774,52,5,21,2,3,4,-,15,1,-,1,1,1,1,-
S00104775,109,2,42,9,3,9,13,27,1,2,1,1,1,-,3
S00104776,94,8,33,18,3,3,11,12,4,1,1,1,-,-,3
S00104777,93,8,26,4,1,13,5,33,1,-,2,-,-,-,1
S00104778,99,5,31,9,7,12,2,30,-,-,3,2,-,-,3
S00104779,66,3,30,3,3,6,1,18,-,2,-,1,1,-,1
S00104780,97,2,29,8,2,12,4,32,5,1,2,-,1,-,-
S00104781,79,7,33,7,1,3,3,22,2,-,1,-,-,-,1
S00104782,124,11,40,4,2,19,4,41,-,-,3,1,-,1,1
S00104783,105,6,35,8,2,5,2,46,1,-,-,1,-,-,1
S00104784,81,3,25,9,2,1,24,8,6,1,2,-,-,-,2
S00104785,79,3,7,8,7,5,1,28,15,1,4,-,-,-,4
S00104786,57,6,20,9,-,1,11,4,5,1,-,-,-,-,-
S00104787,77,10,28,8,1,3,6,15,5,1,-,-,1,-,1
S00104788,60,4,18,13,3,7,4,4,3,-,4,3,-,1,1
S00104789,134,10,48,5,6,11,15,33,3,1,2,5,-,1,2
S00104790,132,15,44,26,-,3,16,21,6,1,-,-,-,-,-
S00104791,70,1,21,10,1,-,29,-,1,5,2,-,1,-,-
S00104792,46,5,9,5,-,1,22,2,-,2,-,-,-,-,-
S00104793,41,2,12,6,-,3,14,3,-,-,1,-,-,-,-
S00104794,53,7,16,12,-,4,8,4,1,1,-,-,-,-,-
S00104795,60,2,26,6,-,3,12,8,2,-,1,-,-,-,-
S00104796,51,5,15,7,-,2,17,3,-,-,2,-,-,-,-
S00104797,90,15,32,13,-,3,16,4,6,1,-,-,-,-,-
S00104798,164,11,44,7,-,32,-,68,2,-,-,-,-,-,-
S00104799,175,10,37,10,8,29,4,75,2,-,-,2,-,1,3
S00104800,14,-,1,1,-,1,8,3,-,-,-,-,-,-,-
S00104801,80,8,19,10,-,1,32,7,2,-,1,-,-,-,-
S00104802,116,11,37,21,3,7,17,9,10,-,1,1,2,-,-
S00104803,89,14,28,8,-,-,30,4,3,-,2,-,-,-,-
S00104804,63,7,24,6,-,3,9,7,6,1,-,-,-,-,-
S00104805,87,11,26,13,3,2,21,4,3,3,1,2,-,-,1
S00104806,79,9,18,7,1,-,43,-,-,-,1,-,1,-,1
S00104807,94,18,36,8,5,3,10,9,3,-,2,1,2,3,-
S00104808,90,16,46,4,1,3,10,7,2,1,-,-,1,-,-
S00104809,95,16,33,8,2,9,12,9,3,1,2,1,-,-,-
S00104810,91,11,31,13,5,2,19,7,2,-,1,-,1,-,4
S00104811,71,10,20,8,-,-,26,-,3,2,2,-,-,-,-
S00104812,66,9,17,18,-,-,13,6,2,-,1,-,-,-,-
S00104813,72,14,24,13,-,-,16,2,2,1,-,-,-,-,-
S00104814,34,1,6,4,1,1,15,3,2,1,-,-,1,-,1
S00104815,82,8,27,17,1,4,12,9,4,-,-,1,-,-,-
S00104816,100,11,41,19,6,3,15,3,1,-,1,3,2,-,1
S00104817,61,4,26,5,-,3,9,11,3,-,-,-,-,-,-
S00104818,121,9,46,6,3,9,8,35,4,1,-,1,-,-,3
S00104819,108,19,39,14,3,1,14,12,3,2,1,-,-,-,1
S00104820,172,14,55,15,4,11,22,44,6,-,1,1,1,-,2
S00104821,93,2,53,5,1,11,4,16,1,-,-,1,-,-,-
S00104822,89,10,38,6,2,4,15,11,3,-,-,-,-,-,-
S00104823,120,20,41,11,1,9,20,9,4,2,3,-,-,1,-
S00104824,98,20,27,27,1,2,10,6,5,-,-,-,-,-,-
S00104825,106,23,41,13,1,2,16,7,2,-,1,-,-,-,1
S00104826,132,16,65,11,5,9,11,10,1,2,2,1,-,2,2
S00104827,82,11,20,16,2,8,10,8,5,2,-,1,-,-,1
S00104828,99,9,44,15,-,-,16,6,6,1,2,-,-,-,-
S00104829,154,11,53,24,4,12,15,23,5,1,6,-,1,-,1
S00104830,100,6,44,18,3,2,13,8,4,2,-,1,1,1,1
S00104831,82,6,37,13,1,1,14,5,3,-,2,-,-,-,1
S00104832,74,11,22,9,2,-,25,-,3,-,2,-,-,-,-
S00104833,99,11,38,17,-,-,16,9,4,2,2,-,-,-,-
S00104834,73,9,33,12,-,-,8,5,5,-,1,-,-,-,-
S00104835,99,10,32,5,4,7,11,28,1,-,1,-,-,-,1
S00104836,111,15,35,12,4,3,14,24,4,-,-,-,2,-,3
S00104837,90,17,33,6,2,1,16,7,2,3,3,1,-,-,2
S00104838,94,13,42,7,3,9,9,7,3,-,1,1,-,-,1
S00104839,103,13,49,6,1,3,6,23,-,-,2,1,-,-,1
S00104840,103,14,51,5,1,5,9,14,4,-,-,-,-,-,1
S00104841,92,9,37,6,3,13,3,21,-,-,-,1,-,-,2
S00104842,115,19,38,9,3,4,16,17,3,3,3,1,-,1,1
S00104843,113,14,42,5,4,1,25,9,5,7,1,1,1,-,1
S00104844,87,19,35,6,1,1,14,5,3,3,-,-,1,-,1
S00104845,56,10,12,3,1,5,6,12,4,3,-,-,-,-,-
S00104846,61,9,24,9,-,5,5,4,4,1,-,-,-,-,-
S00104847,83,9,36,2,3,8,3,17,1,4,-,2,-,-,1
S00104848,57,4,14,-,1,5,2,19,2,6,4,-,-,-,1
S00104849,46,4,14,2,2,-,9,9,4,1,1,1,-,1,-
S00104850,83,16,27,5,4,3,8,11,5,-,4,1,-,1,1
S00104851,170,11,15,5,2,17,28,80,6,2,4,1,-,2,-
S00104852,119,18,41,20,1,1,20,11,6,-,1,-,-,-,-
S00104853,65,5,25,12,-,3,9,3,4,4,-,-,-,-,-
S00104854,104,9,39,2,2,12,6,31,2,-,1,-,-,-,-
S00104855,77,4,25,7,2,6,3,8,5,15,2,1,-,-,1
S00104856,99,16,34,12,2,2,15,10,7,-,1,1,-,1,-
S00104857,108,18,42,20,2,5,9,5,6,1,-,-,1,-,1
S00104858,102,12,39,17,1,3,16,6,5,2,1,-,-,-,1
S00104859,126,12,49,12,3,16,9,22,2,-,1,1,-,-,1
S00104860,111,10,56,13,-,12,11,7,1,-,1,-,-,-,-
S00104861,83,11,41,12,1,5,4,8,-,1,-,-,-,-,1
S00104862,100,9,41,7,3,18,4,18,-,-,-,1,-,-,-
S00104863,81,6,42,8,2,8,5,9,-,1,-,-,1,-,2
S00104864,71,5,40,9,1,1,6,7,2,-,-,-,-,-,1
S00104865,75,10,38,6,1,2,4,10,2,1,1,-,-,-,-
S00104866,65,7,36,3,6,3,5,4,-,-,1,-,2,-,2
S00104867,73,8,42,7,6,4,1,3,-,2,-,3,-,-,4
S00104868,97,10,60,5,4,8,3,6,-,1,-,-,-,-,-
S00104869,76,9,41,9,-,8,4,2,1,2,-,-,-,-,-
S00104870,159,8,52,8,2,25,8,52,1,3,-,1,-,1,-
S00104871,110,10,41,8,4,16,2,21,6,2,-,1,1,1,1
S00104872,44,2,14,3,3,2,10,5,2,1,2,-,-,-,-
S00104873,82,11,22,6,-,2,18,7,5,8,3,-,-,-,-
S00104874,82,4,33,4,2,13,6,14,3,2,1,-,-,-,1
S00104875,97,8,43,11,2,9,8,14,1,1,-,-,1,-,-
S00104876,91,15,34,4,2,6,7,18,4,1,-,-,-,-,1
S00104877,64,2,26,7,2,6,3,13,2,3,-,1,1,-,-
S00104878,44,2,23,2,-,5,4,7,-,-,1,-,-,-,-
S00104879,81,5,25,6,4,5,12,20,1,1,2,1,-,-,1
S00104880,82,16,30,6,5,1,13,3,3,3,2,1,1,-,1
S00104881,52,6,12,12,1,-,14,3,1,3,-,-,-,-,1
S00104882,78,7,20,7,-,-,28,4,10,1,1,-,-,-,-
S00104883,54,4,18,12,-,-,9,7,3,-,1,-,-,-,-
S00104884,62,6,22,8,-,3,14,7,1,-,1,-,-,-,-
S00104885,61,8,31,4,-,6,4,5,1,1,1,-,-,-,-
S00104886,141,6,36,8,1,36,6,47,-,1,-,1,-,-,-
S00104887,131,5,65,7,4,14,6,18,5,2,5,2,-,-,-
S00104888,96,4,49,17,2,1,13,3,4,1,2,-,1,-,1
S00104889,170,14,73,13,1,22,8,36,2,-,1,-,-,-,-
S00104890,120,14,45,9,1,11,4,29,2,4,1,1,-,1,-
S00104891,194,13,58,6,2,17,8,80,3,2,5,-,-,-,-
S00104892,140,12,63,15,-,9,6,33,-,1,1,-,-,-,-
S00104893,108,4,46,6,7,7,10,25,1,2,-,4,-,-,-
S00104894,79,5,41,6,1,6,2,13,2,-,3,-,-,-,-
S00104895,88,1,38,5,2,20,4,16,1,-,1,-,-,-,-
S00104896,81,-,21,1,2,16,1,40,-,-,-,1,-,-,1
S00104897,125,9,52,7,4,17,2,29,2,1,2,2,-,1,1
S00104898,101,5,60,5,3,9,-,17,2,-,-,-,-,-,2
S00104899,139,10,71,7,5,19,5,22,-,-,-,1,1,-,-
S00104900,102,3,34,9,1,11,1,41,-,1,1,-,1,-,1
S00104901,74,7,23,5,2,9,2,26,-,-,-,-,-,-,-
S00104902,338,5,26,1,3,71,3,226,1,1,1,1,-,1,2
S00104903,129,12,47,16,4,9,8,16,2,7,8,2,2,-,4
S00104904,35,-,1,1,-,1,26,3,-,3,-,-,-,-,-
S00104905,91,11,17,3,1,9,2,45,-,-,3,1,-,-,-
S00104906,147,14,58,15,4,11,9,29,3,2,2,-,1,-,2
S00104907,120,10,51,16,-,9,3,30,-,-,1,-,-,-,-
S00104908,126,16,37,13,6,22,4,22,5,-,1,1,-,-,1
S00104909,85,17,40,7,2,3,3,11,2,-,-,-,-,-,-
S00104910,81,5,45,7,-,6,2,12,-,3,1,-,-,-,-
S00104911,78,5,30,2,-,7,3,25,4,1,1,-,-,-,-
S00104912,126,13,65,2,5,19,4,17,-,-,1,2,-,-,1
S00104913,69,8,33,6,1,10,1,9,-,-,1,-,-,-,-
S00104914,134,15,58,24,5,3,8,9,4,5,3,-,2,1,1
S00104915,105,7,60,8,3,9,4,10,1,2,1,-,1,-,2
S00104916,108,13,47,11,1,11,5,16,2,-,2,-,-,1,-
S00104917,50,3,29,7,-,6,1,3,1,-,-,-,-,-,-
S00104918,98,3,44,9,2,11,5,16,7,-,1,-,-,-,1
S00104919,136,10,47,7,4,22,10,31,3,-,2,2,-,-,-
S00104920,120,14,40,18,3,6,14,20,3,-,2,-,2,-,-
S00104921,121,11,46,8,2,15,2,32,3,-,2,1,-,-,1
S00104922,80,8,43,10,-,1,7,7,4,-,-,-,-,-,-
S00104923,101,10,44,5,5,14,3,9,1,7,3,1,-,-,1
S00104924,44,1,20,4,-,5,3,8,1,2,-,-,-,-,-
S00104925,141,12,48,24,1,9,18,19,7,2,1,-,-,-,-
S00104926,101,14,37,14,2,1,22,6,-,5,-,-,1,-,1
S00104927,111,16,51,10,-,1,15,8,5,1,4,-,-,-,-
S00104928,45,10,21,4,1,2,2,5,-,-,-,-,-,-,1
S00104929,96,11,35,10,5,1,14,3,9,5,3,2,1,-,1
S00104930,52,5,15,9,-,-,18,1,4,-,-,-,-,-,-
S00104931,77,7,32,8,2,6,10,7,2,2,1,-,1,-,-
S00104932,126,16,62,10,2,2,21,5,7,-,1,-,2,-,1
S00104933,76,5,33,5,3,1,19,2,6,2,-,-,1,-,-
S00104934,115,12,65,12,-,1,16,5,3,-,1,-,-,-,-
S00104935,79,9,34,9,2,3,12,7,3,-,-,1,-,1,-
S00104936,80,13,33,16,1,1,4,3,7,-,2,-,-,-,-
S00104937,102,12,36,13,-,4,23,8,4,1,1,-,-,-,-
S00104938,96,11,36,17,1,2,17,7,4,1,-,1,-,1,-
S00104939,100,15,31,12,1,1,29,5,5,-,1,1,-,-,-
S00104940,81,9,28,8,-,2,25,5,4,-,-,-,-,-,-
S00104941,86,13,29,14,1,-,18,5,3,1,2,-,-,-,1
S00104942,30,5,9,5,2,-,8,1,-,-,-,1,-,-,-
S00104943,113,21,45,19,4,3,10,7,4,-,-,1,-,-,2
S00104944,86,14,38,3,2,6,10,5,6,2,-,-,-,-,-
S00104945,128,16,56,18,2,1,18,11,3,3,-,1,-,1,1
S00104946,115,7,40,19,-,2,29,7,7,4,-,-,-,-,-
S00104947,92,17,28,15,2,-,12,8,8,2,-,1,1,-,1
S00104948,79,12,34,11,-,-,13,4,2,3,-,-,-,-,-
S00104949,72,12,27,6,-,-,14,6,3,3,1,-,-,-,-
S00104950,61,10,23,8,-,1,16,1,2,-,-,-,-,-,-
S00104951,85,13,30,12,3,3,12,3,8,1,-,-,1,-,1
S00104952,96,11,36,15,1,5,14,7,5,1,1,-,1,-,1
S00104953,107,21,53,11,3,5,9,3,1,-,1,2,-,-,1
S00104954,83,14,40,10,1,2,8,5,3,-,-,-,1,-,1
S00104955,56,6,19,14,2,3,6,4,1,1,-,-,-,-,-
S00104956,73,12,33,11,3,1,6,4,-,1,2,2,-,1,1
S00104957,84,9,45,7,2,3,7,4,3,2,2,-,-,-,1
S00104958,91,5,50,11,-,5,7,10,1,2,-,-,-,-,-
S00104959,105,15,55,4,1,8,5,9,6,-,2,-,-,-,1
S00104960,109,20,47,9,1,3,12,7,7,2,1,1,-,-,1
S00104961,77,10,27,11,1,-,19,4,2,-,3,-,-,-,1
S00104962,67,7,37,4,1,3,5,6,1,1,2,-,-,-,-
S00104963,78,5,40,3,3,5,5,14,-,2,1,1,-,-,1
S00104964,66,2,44,2,4,4,1,7,-,1,1,-,-,-,3
S00104965,65,6,35,5,1,5,6,4,1,2,-,-,1,-,1
S00104966,70,5,37,4,3,6,4,7,1,2,1,-,1,-,1
S00104967,68,3,31,3,4,4,8,13,2,-,-,-,-,-,1
S00104968,70,5,32,6,2,4,2,15,3,-,1,-,-,-,1
S00104969,55,4,27,-,-,3,7,11,2,-,1,-,-,-,-
S00104970,79,9,30,14,2,-,19,3,2,-,-,2,-,-,-
S00104971,54,9,21,8,-,2,5,7,2,-,-,-,-,-,-
S00104972,93,10,45,9,2,1,7,9,8,1,1,-,1,-,-
S00104973,90,7,45,6,3,4,3,18,4,-,-,-,-,-,-
S00104974,60,5,37,3,1,2,1,4,5,-,2,-,-,-,-
S00104975,76,7,39,7,3,6,3,9,-,1,1,-,-,-,-
S00104976,71,6,17,4,1,10,12,21,-,-,-,-,-,-,1
S00104977,84,5,50,7,2,8,-,9,2,-,1,-,-,-,-
S00104978,98,5,58,9,2,6,10,4,-,2,2,-,1,-,2
S00104979,92,9,30,13,1,8,21,6,1,1,2,-,1,-,-
S00104980,102,12,35,14,1,3,17,7,2,8,3,-,1,-,-
S00104981,48,3,20,9,-,2,7,5,1,-,1,-,-,-,-
S00104982,75,6,18,6,2,6,22,13,-,1,1,-,1,-,1
S00104983,100,10,36,16,1,4,9,11,10,-,3,-,-,-,1
S00104984,32,5,16,-,1,1,6,3,-,-,-,-,1,-,-
S00104985,59,7,18,4,4,-,21,3,2,-,-,-,3,-,2
S00104986,66,7,16,7,-,4,26,4,-,-,2,-,-,-,-
S00104987,66,13,16,7,2,1,13,8,5,1,-,1,-,-,-
S00104988,80,8,32,5,-,3,21,3,8,-,-,-,-,-,-
S00104989,41,8,12,7,-,-,12,-,1,1,-,-,-,-,-
S00104990,42,6,18,4,1,-,7,4,1,1,-,-,1,-,1
S00104991,43,3,17,3,2,2,13,3,-,-,-,-,2,-,2
S00104992,61,4,13,9,1,5,19,8,-,1,1,-,-,-,1
S00104993,149,8,57,11,1,29,9,25,6,1,2,-,-,-,-
S00104994,133,18,47,13,6,8,17,16,6,1,1,1,3,-,1
S00104995,86,6,25,23,2,2,15,6,6,1,-,-,-,-,1
S00104996,88,5,37,11,2,8,9,12,3,1,-,-,-,-,2
S00104997,84,3,22,13,-,8,15,17,2,-,4,-,-,-,-
S00104998,81,6,38,12,-,3,8,11,2,1,-,-,-,-,-
S00104999,126,7,48,23,8,7,8,20,4,1,-,-,2,-,5
S00105000,76,6,28,13,1,1,20,1,4,1,1,-,1,-,-
S00105001,73,13,30,4,1,3,16,5,-,-,1,-,1,-,-
S00105002,77,8,39,12,-,-,12,4,1,-,1,-,-,-,-
S00105003,56,13,16,2,-,-,20,1,1,1,2,-,-,-,-
S00105004,68,8,25,7,1,1,20,6,-,-,-,-,-,-,-
S00105005,73,12,23,5,1,4,22,5,1,-,-,-,1,-,-
S00105006,82,15,24,10,3,2,18,7,2,1,-,1,2,1,1
S00105007,80,7,35,7,1,4,15,4,4,-,3,-,-,-,-
S00105008,68,9,26,6,-,-,22,4,1,-,-,-,-,-,-
S00105009,88,13,33,8,1,2,28,1,1,-,1,-,-,-,1
S00105010,87,18,32,6,3,4,10,9,5,-,-,-,1,-,1
S00105011,71,13,24,7,3,2,14,6,1,1,-,1,1,-,1
S00105012,101,16,58,9,2,4,6,4,1,1,-,1,1,-,1
S00105013,105,24,44,12,4,4,3,6,7,1,-,1,1,-,1
S00105014,86,13,42,8,2,4,8,2,3,4,-,-,-,-,1
S00105015,129,26,50,11,3,8,21,6,4,-,-,-,1,-,1
S00105016,125,18,51,9,4,3,26,8,2,1,3,2,1,-,1
S00105017,91,18,43,7,-,7,9,2,2,2,1,-,-,-,-
S00105018,91,17,43,4,2,3,9,6,4,1,2,1,-,-,-
S00105019,135,25,54,15,-,4,28,4,4,1,-,-,-,-,-
S00105020,103,22,45,8,3,1,10,9,3,1,1,-,-,-,1
S00105021,100,22,42,8,2,3,14,5,3,1,-,1,-,-,-
S00105022,104,25,41,10,4,1,13,6,2,-,2,4,-,2,1
S00105023,82,14,42,6,1,2,8,6,1,1,1,1,-,-,-
S00105024,86,13,32,6,1,8,20,4,2,-,-,-,-,-,1
S00105025,86,9,40,10,-,4,15,4,3,-,1,-,-,-,-
S00105026,98,17,38,12,1,5,18,5,1,1,-,-,-,-,-
S00105027,108,15,50,11,1,6,15,1,5,2,2,-,-,-,-
S00105028,95,13,30,11,1,7,26,1,4,-,2,-,1,-,1
S00105029,97,15,37,11,-,6,20,5,1,-,2,-,-,-,-
S00105030,68,10,20,11,-,1,19,2,3,1,1,-,-,-,-
S00105031,98,20,41,10,1,1,18,4,3,-,-,1,-,-,-
S00105032,72,8,34,5,1,3,13,3,2,3,-,-,-,-,1
S00105033,80,6,29,18,1,2,20,1,3,-,-,-,1,-,1
S00105034,91,14,34,8,1,2,21,6,1,4,-,-,-,-,-
S00105035,88,13,29,17,-,2,12,7,6,1,1,-,-,-,-
S00105036,128,9,52,15,1,1,36,6,7,1,-,-,-,-,-
S00105037,110,18,31,18,1,3,24,9,4,1,1,-,-,-,1
S00105038,93,5,39,14,3,2,19,4,4,-,3,-,-,-,1
S00105039,97,13,31,19,2,3,21,5,2,-,1,1,-,-,-
S00105040,87,15,25,8,2,2,21,11,2,1,-,1,-,-,1
S00105041,91,14,46,12,4,1,10,1,2,-,1,2,-,1,-
S00105042,81,15,38,11,1,2,7,3,4,-,-,-,1,-,-
S00105043,54,5,10,9,3,1,20,2,4,-,-,-,1,-,1
S00105044,91,13,43,8,1,-,9,9,3,2,3,-,-,-,-
S00105045,86,6,43,5,3,3,4,18,2,1,1,-,1,-,1
S00105046,59,8,30,3,-,4,3,9,1,1,-,-,-,-,-
S00105047,94,10,39,11,2,5,8,10,3,2,4,-,-,-,1
S00105048,140,21,42,26,2,2,18,12,11,1,5,-,-,-,1
S00105049,92,9,50,4,4,9,3,11,2,-,-,-,-,-,1
S00105050,78,12,30,9,1,3,13,6,4,-,-,-,-,-,1
S00105051,112,15,27,19,2,-,19,11,14,2,3,-,2,-,1
S00105052,81,7,29,9,3,-,20,7,6,-,-,1,2,-,2
S00105053,60,6,19,4,1,2,21,2,2,2,1,-,-,-,1
S00105054,83,15,30,14,1,3,4,8,5,1,2,-,-,-,-
S00105055,94,12,30,17,2,2,23,1,4,-,3,-,1,-,1
S00105056,107,15,39,17,2,-,19,7,6,1,1,1,-,-,1
S00105057,87,11,33,10,3,4,15,8,1,1,1,-,-,1,-
S00105058,66,6,21,17,1,2,17,1,-,-,1,-,-,-,-
S00105059,142,16,62,24,2,8,11,8,6,1,4,-,2,-,1
S00105060,101,16,40,13,2,6,13,7,1,1,2,1,-,-,-
S00105061,95,16,32,6,6,7,19,5,-,1,3,2,2,1,1
S00105062,63,8,35,2,1,2,8,3,1,3,-,-,1,-,1
S00105063,116,22,39,9,3,6,27,7,2,-,1,-,3,-,2
S00105064,134,24,57,12,1,5,23,6,4,2,-,-,-,-,1
S00105065,124,20,51,15,5,9,14,5,2,2,1,2,2,-,3
S00105066,145,21,59,7,2,4,34,10,5,1,2,-,1,-,1
S00105067,107,20,38,8,1,5,24,8,-,2,1,-,1,-,-
S00105068,104,18,39,13,-,5,20,4,2,2,1,-,-,-,-
S00105069,83,6,28,12,1,5,26,3,1,-,1,-,-,-,-
S00105070,76,12,25,6,4,1,26,2,-,-,-,2,-,-,-
S00105071,80,15,27,4,3,2,23,3,1,1,1,1,1,1,1
S00105072,96,15,32,7,2,3,32,-,3,1,1,1,-,-,1
S00105073,85,9,30,15,1,3,16,5,4,1,1,1,-,-,1
S00105074,72,13,30,5,1,1,18,2,-,1,1,1,-,1,-
S00105075,65,12,21,2,2,3,16,5,2,-,2,-,-,-,1
S00105076,64,9,20,5,-,-,21,6,1,-,2,-,-,-,-
S00105077,73,5,19,10,1,1,30,4,2,1,-,1,-,-,1
S00105078,94,13,35,9,3,1,30,2,1,-,-,-,1,-,1
S00105079,115,18,33,13,5,2,30,8,3,1,2,5,-,1,1
S00105080,74,10,31,7,1,2,20,-,2,1,-,-,-,-,-
S00105081,82,11,39,8,1,5,11,5,-,2,-,-,1,-,1
S00105082,72,8,26,8,1,1,18,3,5,1,1,-,-,-,-
S00105083,62,12,17,13,1,1,10,6,-,-,2,-,1,-,1
S00105084,65,6,40,6,-,9,1,2,1,-,-,-,-,-,-
S00105085,46,4,23,-,2,7,5,3,-,1,1,-,1,-,-
S00105086,64,7,19,11,1,4,19,1,-,2,-,-,-,-,-
S00105087,88,7,43,12,2,9,4,7,-,-,4,1,-,1,1
S00105088,64,4,36,3,3,8,5,3,2,-,-,-,1,-,1
S00105089,75,8,41,12,3,1,3,1,2,2,2,1,1,-,1
S00105090,131,9,69,9,4,12,3,19,2,1,3,-,2,-,1
S00105091,66,2,38,2,1,7,11,3,2,-,-,-,1,-,-
S00105092,123,17,71,7,6,6,10,5,-,-,1,-,2,-,4
S00105093,121,18,68,11,1,3,10,6,4,-,-,-,-,-,-
S00105094,106,11,57,15,2,4,12,2,2,-,1,-,1,-,-
S00105095,63,13,42,1,-,-,5,1,1,-,-,-,-,-,-
S00105096,72,16,27,5,3,2,12,5,1,-,1,-,1,-,2
S00105097,122,27,47,15,2,5,15,8,2,1,-,1,1,-,-
S00105098,74,13,33,5,5,8,5,4,1,-,-,-,-,-,2
S00105099,89,12,38,14,1,1,9,5,3,-,6,-,-,1,-
S00105100,127,7,78,4,3,7,6,14,4,1,3,2,-,-,1
S00105101,122,6,69,4,1,15,5,18,1,1,2,-,1,-,-
S00105102,104,7,63,5,5,13,2,6,1,-,2,-,-,1,2
S00105103,85,6,48,3,3,5,2,10,2,-,6,3,-,-,1
S00105104,120,14,65,8,2,10,6,14,1,-,-,-,-,-,1
S00105105,59,3,30,4,7,4,3,5,-,1,2,-,-,-,1
S00105106,52,1,33,3,-,1,1,10,-,1,2,-,-,-,-
S00105107,54,6,29,1,3,4,1,3,1,2,4,1,1,1,2
S00105108,60,4,36,4,4,3,1,2,2,4,-,-,1,-,2
S00105109,69,10,42,2,-,5,2,6,1,1,-,-,-,-,-
S00105110,54,7,27,4,6,1,-,6,-,3,-,1,2,-,4
S00105111,129,6,66,5,4,16,1,28,2,-,1,-,-,-,2
S00105112,60,4,29,3,3,4,3,13,-,-,1,-,-,-,1
S00105113,76,6,43,2,4,4,2,12,2,1,-,1,1,-,2
S00105114,63,2,41,2,3,4,1,7,-,2,1,-,-,-,2
S00105115,65,3,40,2,3,7,5,3,-,1,1,1,-,-,-
S00105116,54,4,31,4,3,5,4,1,-,2,-,-,-,1,-
S00105117,60,3,34,-,6,8,1,7,-,-,1,1,1,1,3
S00105118,86,7,49,4,2,9,2,3,4,4,2,1,-,1,1
S00105119,98,5,61,1,7,7,5,3,2,6,1,2,-,3,1
S00105120,80,10,40,5,4,7,2,9,-,1,2,2,-,-,-
S00105121,84,10,52,3,4,1,5,8,-,1,-,3,-,-,2
S00105122,85,5,40,3,8,5,1,6,1,12,4,-,-,-,2
S00105123,92,7,54,2,8,5,2,5,2,4,3,2,1,1,4
S00105124,92,12,51,4,1,6,4,12,-,-,2,-,-,-,-
S00105125,69,8,43,2,2,3,4,3,1,3,-,-,-,-,-
S00105126,76,6,43,8,2,7,-,5,1,1,3,-,-,-,-
S00105127,68,10,35,6,2,6,3,1,2,1,2,1,-,-,-
S00105128,84,10,41,5,3,6,9,9,-,-,1,2,-,-,-
S00105129,116,12,80,4,4,-,9,7,-,-,-,2,-,1,1
S00105130,82,11,36,7,3,8,5,8,2,1,1,2,-,1,-
S00105131,161,10,39,14,1,31,7,50,5,1,3,1,-,-,-
S00105132,60,6,32,2,2,6,3,6,1,1,1,-,1,-,1
S00105133,88,12,48,2,1,11,2,9,1,-,2,1,-,-,-
S00105134,71,7,28,6,2,14,5,8,-,-,1,1,-,-,-
S00105135,61,7,27,2,3,7,5,5,1,4,-,-,-,-,-
