OA_CODE,All people,0 to 4,5 to 7,8 to 9,10 to 14,15,16 to 17,18 to 19,20 to 24,25 to 29,30 to 44,45 to 59,60 to 64,65 to 74,75 to 84,85 to 89,90 and over,Mean age,Median age
S00103608,106,8,6,-,5,-,2,4,8,3,15,25,11,17,2,-,-,41.1,47
S00103609,149,14,4,3,3,3,3,5,10,2,20,26,8,32,12,3,1,44.7,49
S00103610,70,3,3,3,7,-,-,-,3,7,19,7,4,3,8,3,-,39.4,34
S00103611,95,6,1,3,2,-,-,1,9,15,32,16,5,2,3,-,-,34.8,32
S00103612,110,3,2,3,6,2,2,4,5,5,14,29,9,18,7,-,1,44.8,47
S00103613,92,5,6,3,-,1,5,1,3,2,17,26,5,8,8,1,1,43,47
S00103614,80,4,-,2,3,-,-,1,6,4,11,20,7,7,14,1,-,48.7,49
S00103615,157,14,5,2,8,1,7,4,9,19,43,25,6,10,3,1,-,33.5,31
S00103616,86,8,6,2,3,-,4,1,4,14,13,14,3,7,7,-,-,35.9,31
S00103617,106,5,1,3,5,1,4,3,9,5,22,25,6,9,4,1,3,41.2,43
S00103618,123,6,4,2,5,2,5,2,10,15,11,30,4,13,13,1,-,41.7,44
S00103619,105,10,6,3,5,2,4,2,13,5,26,16,5,2,6,-,-,32.2,31
S00103620,118,7,6,4,7,1,4,2,7,9,26,27,3,7,7,-,1,36.8,37
S00103621,133,7,-,3,12,-,4,5,9,13,29,23,2,9,11,6,-,39.8,38
S00103622,55,2,2,-,1,-,2,-,3,6,8,14,2,8,5,2,-,46.8,49
S00103623,159,11,5,4,5,1,6,5,11,8,29,30,13,14,9,4,4,41.8,42
S00103624,109,5,1,4,4,1,3,1,4,3,23,32,8,16,2,2,-,44.8,48
S00103625,119,4,5,6,8,3,5,3,4,2,18,32,13,13,3,-,-,40.2,45
S00103626,85,4,8,3,3,-,-,3,4,1,22,20,5,5,6,1,-,40.1,41
S00103627,135,8,4,3,7,3,4,1,3,2,17,34,7,17,18,5,2,47.4,50
S00103628,64,1,3,2,5,-,2,1,4,3,16,18,1,3,4,1,-,39.8,42
S00103629,99,8,4,3,4,1,3,2,4,-,17,26,5,6,11,4,1,44.1,46
S00103630,116,6,5,1,10,-,9,2,1,4,27,26,4,11,10,-,-,40,42
S00103631,103,9,3,-,3,-,2,1,2,2,18,25,9,13,13,2,1,48.4,52
S00103632,124,4,3,2,6,1,2,-,3,5,20,28,6,20,18,4,2,51.1,55
S00103633,148,6,2,-,13,5,5,2,4,3,22,33,15,23,11,4,-,46.1,51
S00103634,91,7,3,2,7,-,4,2,-,2,16,23,6,4,8,5,2,44.2,47
S00103635,93,4,1,-,8,2,1,3,2,1,8,28,9,10,15,1,-,49.3,52
S00103636,119,8,4,1,8,2,8,3,5,3,21,37,3,5,7,3,1,39.7,43
S00103637,83,7,2,2,5,-,1,-,1,2,17,21,8,6,7,3,1,45.2,48
S00103638,79,5,2,2,2,1,1,-,-,2,15,13,7,13,14,2,-,51.3,58
S00103639,114,8,3,4,9,2,6,2,2,4,19,30,9,7,8,-,1,39.8,44
S00103640,81,3,1,1,5,-,2,2,6,5,7,22,4,9,8,4,2,48.2,52
S00103641,158,6,5,3,10,1,7,6,10,9,30,37,7,12,11,3,1,40.3,40
S00103642,80,4,2,1,3,-,2,2,2,12,13,16,7,5,5,5,1,43.8,40
S00103643,109,5,4,2,6,1,5,2,3,4,21,29,7,8,3,7,2,44.2,47
S00103644,88,7,1,2,2,-,1,-,7,13,20,14,5,7,7,2,-,40.4,37
S00103645,141,11,8,5,8,2,2,3,2,5,25,31,14,17,4,2,2,41.1,44
S00103646,130,9,2,7,9,-,6,1,10,1,22,35,6,16,6,-,-,39.9,44
S00103647,87,4,1,4,6,-,3,2,4,-,13,27,8,10,5,-,-,43.5,49
S00103648,62,3,6,3,5,3,-,1,1,-,12,17,2,6,3,-,-,36.5,43
S00103649,208,7,8,-,8,4,-,1,2,2,22,26,7,28,36,24,33,62.5,71
S00103650,132,8,9,2,9,1,4,3,5,2,25,33,5,12,11,2,1,41,44
S00103651,98,4,4,2,12,3,-,1,2,2,17,21,6,18,3,2,1,43,45
S00103652,117,5,5,4,13,3,1,2,3,2,19,33,6,9,8,1,3,41.3,45
S00103653,114,2,6,2,14,3,3,1,2,3,23,26,5,12,7,4,1,42.4,44
S00103654,105,8,6,1,8,1,2,1,1,-,24,24,11,6,8,3,1,42.5,47
S00103655,164,12,7,4,12,-,2,3,6,-,24,40,18,21,10,3,2,43.7,47
S00103656,155,10,7,2,11,3,2,2,4,7,24,44,11,17,5,6,-,42.6,46
S00103657,151,4,7,6,16,1,2,1,7,-,26,39,7,23,8,1,3,43.2,46
S00103658,82,1,6,1,4,-,1,1,2,9,18,24,6,4,3,2,-,40.8,43
S00103659,122,10,6,3,5,1,3,2,2,3,24,28,10,14,10,-,1,42.2,46
S00103660,111,7,5,2,4,1,2,1,5,5,18,30,7,4,8,5,7,45.7,46
S00103661,135,10,5,3,5,3,6,-,-,1,19,26,15,25,15,2,-,47.8,54
S00103662,93,3,2,1,3,-,-,2,7,10,27,16,7,5,9,1,-,41.6,39
S00103663,130,2,4,1,2,1,1,2,11,9,27,18,9,20,17,5,1,49.1,48
S00103664,118,7,6,1,8,-,1,-,3,5,21,18,20,17,9,1,1,46.2,50
S00103665,113,3,3,4,7,1,4,-,2,-,18,29,13,16,11,2,-,48.2,53
S00103666,87,1,-,-,6,1,4,3,2,1,6,29,3,10,17,3,1,53.1,53
S00103667,109,6,4,3,7,3,5,6,5,2,14,22,7,10,11,3,1,41.7,44
S00103668,119,3,2,5,8,-,3,1,3,3,16,26,5,16,21,3,4,51,54
S00103669,143,9,5,1,7,1,4,-,4,1,11,37,5,24,22,10,2,52.2,55
S00103670,108,5,5,3,5,2,3,-,3,2,13,36,10,10,8,2,1,45.1,51
S00103671,135,12,11,5,13,1,3,3,2,2,31,23,6,15,6,-,2,37.1,40
S00103672,117,3,3,-,16,1,7,-,4,3,19,37,10,9,4,1,-,41,46
S00103673,124,5,5,5,14,1,4,-,3,-,17,33,11,10,13,2,1,44.1,48
S00103674,114,4,8,8,9,-,3,-,1,2,26,27,2,10,6,6,2,42.3,44
S00103675,171,5,7,5,21,3,5,3,9,4,20,50,7,13,15,3,1,41.2,45
S00103676,60,2,-,-,3,1,-,-,-,2,15,16,5,7,8,1,-,49.4,49
S00103677,108,4,2,1,3,2,1,-,3,2,6,27,12,23,8,6,8,56.9,61
S00103678,138,10,2,3,9,-,-,-,8,7,45,31,9,9,4,1,-,38.7,40
S00103679,120,5,1,2,1,-,1,-,7,14,48,15,12,10,3,1,-,39.9,33
S00103680,121,4,4,2,3,-,2,-,4,8,30,31,16,7,7,3,-,44.1,45
S00103681,58,2,-,-,-,-,-,-,1,16,25,6,3,5,-,-,-,37.5,34
S00103682,70,2,-,1,1,-,-,-,7,11,32,10,4,-,2,-,-,35.7,34
S00103683,69,5,1,1,-,-,-,2,4,2,25,13,4,9,3,-,-,42.8,42
S00103684,80,3,2,-,2,-,-,-,1,7,34,15,4,6,4,2,-,42.3,40
S00103685,82,6,1,-,-,-,-,-,5,16,32,12,2,3,4,1,-,38.2,35
S00103686,62,6,-,1,3,-,3,-,1,3,22,12,1,7,2,-,1,39.4,39
S00103687,88,5,1,1,2,2,5,-,1,3,14,15,12,20,6,1,-,48.7,54
S00103688,96,3,1,-,3,-,-,-,12,17,27,16,10,5,2,-,-,38.8,37
S00103689,79,4,-,-,2,2,-,-,-,5,34,17,7,6,2,-,-,42.2,41
S00103690,82,4,-,3,2,-,-,-,1,12,19,17,7,8,5,2,2,45.5,45
S00103691,108,8,7,3,5,-,1,-,7,8,29,27,4,5,4,-,-,36.2,39
S00103692,200,29,3,4,2,2,3,7,25,59,42,22,-,1,1,-,-,25.9,26
S00103693,96,5,5,1,3,-,1,-,4,7,17,23,6,10,14,-,-,45.1,48
S00103694,235,32,10,5,17,-,12,8,21,22,81,21,4,-,2,-,-,26.1,27
S00103695,100,17,4,2,1,-,1,-,9,24,31,5,5,-,1,-,-,26.7,28
S00103696,168,19,7,5,7,2,5,5,22,17,50,20,2,7,-,-,-,28.1,28
S00103697,108,5,3,2,15,4,2,8,9,11,20,20,3,5,1,-,-,30.8,28
S00103698,115,11,7,4,11,2,9,2,9,9,27,15,2,5,1,-,1,28.9,26
S00103699,183,11,11,6,11,4,6,5,13,15,26,55,4,10,5,-,1,35.4,36
S00103700,118,13,7,6,10,1,3,2,10,6,34,20,4,2,-,-,-,29,30
S00103701,141,5,6,3,21,6,7,7,7,11,30,29,4,4,1,-,-,30.9,28
S00103702,77,11,1,11,7,1,3,1,4,5,13,12,3,2,1,2,-,28.4,24
S00103703,264,33,15,17,17,5,12,4,12,9,86,45,2,4,2,1,-,28.1,32
S00103704,162,15,6,7,11,1,2,8,20,12,28,24,6,10,10,2,-,34,29
S00103705,107,11,5,3,5,4,-,1,8,6,28,22,5,6,3,-,-,34,34
S00103706,120,15,6,1,3,-,3,8,11,12,28,24,2,6,-,1,-,31.3,31
S00103707,108,6,4,-,4,1,4,2,11,6,25,34,3,6,2,-,-,37.1,39
S00103708,76,10,5,-,1,-,-,2,9,10,15,9,4,6,5,-,-,34.7,32
S00103709,61,-,-,-,-,-,-,-,8,6,7,19,10,7,3,1,-,49.1,52
S00103710,90,12,1,1,-,1,1,3,8,12,15,25,2,4,5,-,-,35.9,36
S00103711,87,6,-,2,-,-,6,3,9,12,27,19,3,-,-,-,-,33,33
S00103712,91,2,2,1,3,-,-,4,3,7,8,12,7,17,19,4,2,54.9,63
S00103713,74,3,2,2,6,1,1,5,5,5,10,17,6,6,4,1,-,40.2,41
S00103714,53,2,-,-,1,-,-,-,1,3,10,20,5,6,5,-,-,49.4,50
S00103715,121,10,6,8,11,2,2,2,13,5,23,18,11,8,2,-,-,32.1,30
S00103716,100,7,6,6,7,-,-,1,9,10,16,18,4,6,10,-,-,36.4,31
S00103717,101,5,7,-,7,2,3,4,8,8,19,21,2,8,6,1,-,37,37
S00103718,77,5,1,1,5,2,2,1,6,5,13,17,4,9,4,1,1,41.7,44
S00103719,59,2,1,2,7,2,2,4,5,1,14,13,3,1,2,-,-,34,35
S00103720,53,3,3,1,2,-,-,1,3,3,14,16,6,-,1,-,-,38.9,43
S00103721,92,5,1,2,6,-,2,7,7,3,13,21,4,6,15,-,-,42.6,45
S00103722,91,8,5,-,-,-,1,3,7,14,16,26,5,5,1,-,-,36.4,38
S00103723,103,13,3,-,1,-,-,-,13,20,32,12,5,2,2,-,-,31.4,30
S00103724,120,9,2,-,1,-,-,1,18,44,35,10,-,-,-,-,-,28,28
S00103725,96,8,1,4,2,-,-,4,13,23,27,10,1,3,-,-,-,28.6,28
S00103726,98,11,3,-,3,1,-,3,5,33,33,4,1,-,-,-,1,27.4,28
S00103727,83,4,4,-,1,2,-,2,3,11,25,12,7,8,3,1,-,40,38
S00103728,107,11,5,-,3,-,1,1,6,12,32,23,3,9,1,-,-,35.5,36
S00103729,151,14,3,3,2,-,1,-,21,26,38,29,6,7,1,-,-,33.4,31
S00103730,141,9,4,6,14,3,6,8,11,4,33,26,2,10,4,1,-,33.5,33
S00103731,170,26,4,3,3,-,6,7,16,43,39,17,3,1,2,-,-,26.7,27
S00103732,105,18,2,3,2,-,1,1,15,21,31,11,-,-,-,-,-,25.5,28
S00103733,128,8,9,6,6,2,2,3,2,3,38,30,10,7,2,-,-,36.8,37
S00103734,104,14,2,4,10,2,3,1,5,7,33,16,2,4,1,-,-,29.9,31
S00103735,140,20,4,9,18,1,1,1,6,17,28,22,6,7,-,-,-,28.8,26
S00103736,68,9,1,1,2,1,1,3,5,7,19,13,2,3,1,-,-,31.9,31
S00103737,82,3,9,2,5,-,1,1,9,11,23,11,1,4,2,-,-,31.4,30
S00103738,97,10,5,2,3,2,6,4,6,5,28,11,5,7,3,-,-,33.4,34
S00103739,136,14,12,7,5,1,3,4,11,25,28,16,5,4,-,1,-,27.4,26
S00103740,126,5,9,4,9,1,4,1,8,5,30,23,9,10,6,2,-,38.6,41
S00103741,94,6,2,1,7,1,3,3,7,5,21,18,6,12,2,-,-,37.7,36
S00103742,118,23,2,4,11,-,1,1,8,16,24,20,2,4,2,-,-,27.8,27
S00103743,61,6,3,3,6,1,-,-,5,3,16,15,2,-,1,-,-,30,31
S00103744,132,5,5,3,12,-,4,14,6,3,20,36,10,9,4,1,-,37.8,42
S00103745,111,16,9,5,7,-,4,2,11,11,23,11,6,4,1,1,-,27.2,25
S00103746,109,5,2,8,10,5,3,2,3,2,24,23,5,11,5,-,1,38,39
S00103747,87,1,1,5,4,2,1,3,10,3,13,19,4,9,11,1,-,43.3,45
S00103748,121,19,3,9,11,6,2,3,10,6,26,19,1,4,1,1,-,27.1,24
S00103749,78,11,2,6,8,2,-,-,3,6,17,15,3,4,1,-,-,30.3,32
S00103750,175,18,9,3,16,3,2,5,7,22,59,23,2,5,1,-,-,28.9,30
S00103751,143,17,7,5,6,2,2,4,12,14,48,20,1,2,3,-,-,29,30
S00103752,87,5,1,2,6,1,2,3,5,11,30,11,5,5,-,-,-,34.1,33
S00103753,76,1,2,1,5,2,1,2,4,7,24,11,4,10,1,1,-,39.2,37
S00103754,182,14,5,1,10,1,-,7,28,23,49,24,11,7,2,-,-,32.5,30
S00103755,190,14,8,7,17,3,6,8,30,13,39,25,9,9,2,-,-,29.9,28
S00103756,136,4,4,7,13,-,3,6,4,10,21,23,9,18,11,2,1,41.8,43
S00103757,181,24,17,12,26,2,4,4,12,16,44,13,1,5,1,-,-,23,20
S00103758,136,10,7,4,3,1,2,5,11,21,40,19,3,8,2,-,-,31.8,31
S00103759,111,3,3,2,-,-,2,-,10,13,27,36,8,5,2,-,-,40.7,43
S00103760,112,6,1,1,3,-,7,2,3,12,34,30,5,6,2,-,-,38.1,41
S00103761,149,23,9,10,14,3,10,4,7,12,31,20,2,2,1,1,-,24.5,20
S00103762,154,19,13,13,16,6,4,8,7,12,30,19,1,4,2,-,-,24.6,19
S00103763,127,15,6,6,14,2,6,3,13,8,24,23,2,4,1,-,-,27.4,23
S00103764,72,8,-,-,9,3,3,5,6,2,10,12,3,3,7,1,-,35.3,30
S00103765,112,13,7,2,10,2,2,2,6,10,20,31,3,2,2,-,-,31,30
S00103766,164,11,7,7,15,4,5,5,12,16,43,26,8,4,1,-,-,30.2,30
S00103767,94,2,-,1,5,1,2,1,5,9,18,14,7,18,8,2,1,48.2,49
S00103768,52,4,4,-,-,-,2,1,2,2,13,9,4,6,5,-,-,41.6,42
S00103769,149,7,5,8,20,1,2,2,3,3,32,34,6,13,8,5,-,39.5,43
S00103770,98,2,3,3,3,-,3,3,3,2,16,32,7,12,5,1,3,46.3,47
S00103771,124,1,4,3,2,3,4,2,3,4,23,23,7,16,18,4,7,52,53
S00103772,87,6,5,1,6,1,1,2,1,5,18,13,9,16,2,1,-,41.2,41
S00103773,106,8,6,5,4,1,-,-,5,9,27,16,5,8,10,-,2,39.5,37
S00103774,131,11,10,6,11,3,4,2,1,-,26,31,7,11,6,1,1,37.5,41
S00103775,130,12,3,3,10,1,2,2,1,1,21,33,9,14,16,2,-,45.1,50
S00103776,145,6,6,6,11,5,4,2,1,1,31,38,3,20,6,5,-,41.9,44
S00103777,127,6,2,2,9,3,3,5,4,1,14,36,9,24,5,4,-,45.7,49
S00103778,147,15,4,3,3,-,2,7,8,18,37,22,9,8,9,1,1,37.1,36
S00103779,90,5,3,3,6,2,3,5,10,5,22,10,1,5,3,4,3,36.4,33
S00103780,86,5,5,3,7,-,2,1,4,4,18,16,7,10,4,-,-,39.4,42
S00103781,121,6,3,-,8,3,1,3,6,1,14,30,13,16,15,2,-,47.6,53
S00103782,125,10,8,3,3,-,2,-,4,4,17,19,10,20,22,3,-,48.1,53
S00103783,95,1,5,3,7,2,1,2,4,-,13,18,9,12,15,3,-,48.1,49
S00103784,130,6,3,4,11,1,3,1,2,4,24,21,5,14,22,9,-,48.2,46
S00103785,121,5,5,1,15,1,4,7,3,-,24,25,9,12,7,1,2,41,43
S00103786,137,11,2,3,11,2,7,3,5,2,24,29,8,14,13,3,-,41.5,44
S00103787,111,8,5,4,9,2,5,2,1,2,28,20,5,7,10,1,2,39.8,41
S00103788,146,7,6,3,10,2,3,4,7,7,25,34,5,14,16,2,1,42.6,44
S00103789,109,7,5,3,3,1,4,5,3,6,19,19,10,7,13,1,3,43.6,44
S00103790,142,13,6,5,13,2,6,2,5,5,31,21,10,5,14,3,1,37.8,40
S00103791,151,10,3,2,10,-,11,7,9,2,15,38,5,16,15,7,1,43.5,48
S00103792,131,10,5,1,4,-,4,3,7,2,22,27,15,20,8,3,-,44.6,50
S00103793,136,8,5,5,7,-,9,1,7,5,27,34,6,7,13,2,-,40.2,42
S00103794,93,2,2,1,3,2,1,4,7,5,10,18,5,14,14,5,-,49.3,51
S00103795,177,5,2,-,7,3,7,3,9,3,22,45,13,26,26,6,-,50.6,53
S00103796,176,8,8,4,9,3,6,8,10,2,23,45,10,14,18,6,2,43.5,46
S00103797,101,1,3,2,1,-,2,2,-,4,6,17,4,31,15,7,6,60.4,68
S00103798,124,2,2,1,1,1,2,1,4,4,12,29,5,27,27,5,1,57.4,63
S00103799,129,5,-,3,6,2,2,1,9,7,14,38,5,20,15,2,-,47.2,51
S00103800,119,2,5,6,9,2,3,1,4,1,24,27,4,16,7,4,4,44.5,46
S00103801,114,10,2,-,5,3,3,-,6,1,12,24,10,20,11,6,1,48.3,52
S00103802,85,5,1,3,3,-,3,1,1,3,8,28,11,11,4,2,1,47.8,54
S00103803,122,10,9,6,7,2,1,1,2,4,19,22,13,17,7,2,-,41.5,45
S00103804,143,6,5,5,11,1,3,-,1,7,19,29,18,24,10,2,2,46.8,53
S00103805,159,8,6,6,13,2,6,-,6,3,29,26,10,33,9,1,1,43.1,45
S00103806,72,1,3,-,-,-,-,2,1,-,8,16,12,20,7,1,1,57,62
S00103807,140,4,2,4,9,3,7,2,4,5,8,34,15,29,11,2,1,47.3,50
S00103808,140,10,5,6,9,1,4,1,5,6,25,23,10,19,10,3,3,42.5,44
S00103809,177,12,12,10,16,3,5,1,5,5,39,31,11,18,7,2,-,36.5,39
S00103810,163,9,8,5,7,1,5,3,3,3,20,36,17,31,15,-,-,45.9,51
S00103811,154,14,8,7,13,3,7,5,1,3,34,36,9,10,2,2,-,35,40
S00103812,59,1,3,1,-,-,2,-,2,6,19,8,4,5,5,3,-,45,41
S00103813,61,2,2,-,-,1,1,2,3,4,17,17,1,4,6,-,1,43.5,43
S00103814,140,7,2,5,15,2,7,1,6,5,14,35,11,7,18,3,2,43.4,46
S00103815,86,1,3,3,5,1,2,1,2,6,16,24,4,6,10,2,-,45,46
S00103816,110,4,3,3,12,2,2,2,1,1,15,23,13,16,11,1,1,46.4,51
S00103817,127,5,7,6,10,1,3,3,3,3,23,27,6,20,6,4,-,42.1,44
S00103818,91,11,5,1,5,-,1,2,2,2,19,14,5,6,11,7,-,42.3,37
S00103819,173,17,9,7,13,3,1,1,2,2,35,33,4,25,14,3,4,41.7,43
S00103820,139,7,2,3,12,3,2,4,2,4,15,41,9,14,17,4,-,46.3,50
S00103821,136,16,6,4,7,2,1,3,3,5,35,35,6,7,6,-,-,36.2,39
S00103822,158,13,10,12,11,2,3,1,5,1,34,27,8,20,9,1,1,37.8,39
S00103823,97,-,2,-,2,-,1,-,2,3,5,14,6,23,34,5,-,64.4,72
S00103824,117,4,10,6,9,2,2,-,3,1,16,29,9,17,7,1,1,42.7,48
S00103825,133,8,5,2,8,4,6,3,7,1,9,40,6,15,15,4,-,44.3,49
S00103826,140,8,4,4,15,1,3,-,1,1,27,34,10,20,10,2,-,43.5,46
S00103827,149,13,6,4,9,2,5,1,5,5,30,33,8,16,8,-,4,40.7,43
S00103828,188,14,5,1,15,5,6,5,7,2,38,40,9,20,17,3,1,41.8,44
S00103829,163,3,2,5,21,3,7,1,6,3,20,54,9,13,10,5,1,43,47
S00103830,103,2,2,2,1,2,1,1,1,5,7,16,9,16,34,2,2,59.5,66
S00103831,170,8,5,6,17,1,3,1,4,3,34,29,22,22,9,5,1,44.4,46
S00103832,155,6,9,4,8,3,7,6,2,4,24,41,10,14,15,2,-,42.8,46
S00103833,118,12,2,4,5,1,4,4,3,6,25,20,5,11,11,2,3,41.6,41
S00103834,61,1,-,-,-,-,-,-,-,1,9,11,5,14,17,3,-,63.3,69
S00103835,104,7,4,1,8,1,4,-,2,3,15,24,8,7,9,7,4,46.8,50
S00103836,67,2,4,1,4,-,2,1,1,-,7,15,11,12,5,2,-,49.2,56
S00103837,148,6,-,1,7,-,5,3,7,9,26,30,10,22,19,2,1,48,50
S00103838,143,3,1,2,5,2,5,-,3,2,15,25,17,18,27,11,7,58.2,63
S00103839,222,2,9,8,58,2,3,4,5,4,25,45,14,23,14,3,3,38.6,42
S00103840,99,7,3,2,6,1,2,1,4,4,19,23,5,7,9,6,-,43.7,46
S00103841,91,4,-,3,8,1,2,5,5,9,16,21,4,4,8,1,-,39.1,39
S00103842,69,6,1,1,1,-,-,-,7,3,17,17,7,5,4,-,-,42,44
S00103843,136,17,11,3,8,1,2,3,12,6,22,24,7,7,8,4,1,34.9,32
S00103844,87,8,7,1,1,1,1,1,2,8,23,14,3,7,8,2,-,39.9,41
S00103845,129,5,3,4,8,-,4,8,15,13,34,19,5,7,3,1,-,34.5,32
S00103846,131,16,6,-,4,1,-,3,8,14,25,29,10,7,7,-,1,37.2,36
S00103847,69,2,1,1,-,-,-,-,8,11,18,19,-,6,3,-,-,40.1,36
S00103848,103,7,1,2,5,1,2,8,8,14,15,14,4,11,9,2,-,38.9,33
S00103849,71,5,-,1,-,2,1,1,5,7,19,12,3,6,7,1,1,42.3,36
S00103850,104,8,-,2,3,1,3,2,13,12,26,24,1,8,1,-,-,35.3,34
S00103851,98,6,5,1,5,-,3,1,9,2,24,14,1,8,14,5,-,42.4,39
S00103852,67,2,2,1,3,-,-,2,4,11,21,13,1,6,1,-,-,37,36
S00103853,108,2,5,3,9,2,2,3,9,6,17,28,5,6,9,1,1,40.5,42
S00103854,112,4,5,2,4,2,5,3,11,3,12,41,3,8,9,-,-,41.2,47
S00103855,104,7,3,2,5,2,3,2,6,5,21,18,6,3,18,3,-,42.1,40
S00103856,107,6,1,1,7,4,-,3,4,6,25,21,4,13,8,3,1,43.4,44
S00103857,130,9,8,4,6,6,3,5,7,6,28,30,4,4,7,2,1,35.6,34
S00103858,94,3,-,-,5,-,6,8,6,4,11,27,1,7,12,2,2,44.4,46
S00103859,173,15,3,7,8,3,3,2,5,8,35,35,5,19,16,7,2,42.8,43
S00103860,129,10,-,1,8,2,2,1,8,14,24,19,7,9,15,7,2,44.3,42
S00103861,109,6,3,2,8,-,4,2,3,4,17,25,-,14,19,2,-,46,49
S00103862,128,9,3,3,6,-,1,6,3,3,36,35,6,9,7,1,-,41.3,43
S00103863,102,5,2,1,5,-,-,4,4,4,24,25,5,10,9,2,2,45.4,47
S00103864,119,5,7,1,9,1,3,5,10,4,14,40,7,8,1,2,2,39.2,46
S00103865,118,7,5,3,6,2,5,2,4,1,29,20,5,19,7,3,-,41.9,42
S00103866,108,7,2,2,5,2,1,3,3,3,21,22,10,11,13,3,-,45.8,47
S00103867,80,5,2,-,2,-,1,2,3,7,15,16,7,6,10,4,-,46.6,46
S00103868,134,8,7,5,11,2,3,1,13,7,26,27,6,8,6,3,1,36.6,39
S00103869,101,4,4,5,3,1,2,2,5,6,24,14,6,12,10,3,-,43.1,43
S00103870,92,3,1,4,4,-,2,5,3,9,25,19,1,8,7,1,-,40.1,39
S00103871,94,2,2,1,2,1,1,3,5,13,16,18,2,8,9,8,3,47.8,47
S00103872,120,11,3,2,1,-,3,2,8,19,18,26,8,6,8,4,1,40.2,39
S00103873,87,5,5,2,2,-,3,2,5,4,14,27,6,7,2,2,1,41,45
S00103874,85,5,1,-,2,1,1,-,1,15,16,14,6,10,11,1,1,45.9,45
S00103875,108,6,4,3,8,-,2,4,5,12,20,28,3,3,7,2,1,38.1,40
S00103876,142,6,4,1,11,2,6,2,7,4,28,24,15,15,12,5,-,44,45
S00103877,84,4,2,1,1,1,-,-,4,9,17,11,3,16,15,-,-,48.5,49
S00103878,169,13,4,2,10,2,8,5,10,5,39,33,4,18,8,3,5,40.8,41
S00103879,102,4,3,2,3,1,1,5,9,5,10,26,5,9,12,4,3,46.8,49
S00103880,97,4,3,2,2,2,4,1,9,1,20,25,6,6,7,3,2,43.7,45
S00103881,98,4,2,1,3,1,2,3,8,4,23,16,8,5,12,6,-,46.2,44
S00103882,115,9,10,2,8,1,4,1,5,4,21,19,3,11,12,5,-,40.1,41
S00103883,132,9,2,1,9,3,2,2,7,8,27,31,5,10,9,4,3,42.5,42
S00103884,107,7,-,2,3,1,4,2,12,8,13,22,7,9,9,5,3,44.9,45
S00103885,116,7,4,2,11,4,2,1,5,7,18,31,2,16,3,3,-,39.8,43
S00103886,59,4,6,2,5,1,1,1,1,-,16,11,5,3,-,2,1,37.2,40
S00103887,67,1,3,1,4,-,2,3,3,3,10,19,3,9,3,3,-,44.4,46
S00103888,115,8,-,-,5,-,5,1,7,10,11,33,4,8,15,6,2,47.2,48
S00103889,113,9,3,3,7,-,6,1,3,4,32,23,-,12,6,3,1,39.4,40
S00103890,78,5,3,-,4,2,1,1,2,4,16,16,8,5,8,3,-,44.2,46
S00103891,93,2,4,2,4,1,-,-,2,5,17,12,6,12,17,9,-,52.8,57
S00103892,165,8,7,10,13,5,5,2,-,3,36,36,16,11,11,1,1,39.9,43
S00103893,144,16,5,7,15,3,2,2,4,1,32,34,4,9,8,2,-,36.5,40
S00103894,112,5,6,6,7,2,5,1,3,3,15,29,9,14,6,1,-,41.3,46
S00103895,235,22,8,6,24,6,8,4,6,11,64,41,13,14,8,-,-,34.2,38
S00103896,104,7,3,5,10,2,2,-,-,2,19,25,11,6,11,1,-,42.2,45
S00103897,70,5,2,2,5,-,3,-,1,1,15,14,7,5,8,-,2,43.3,46
S00103898,88,2,3,5,8,3,4,2,1,1,13,30,1,11,4,-,-,40.4,47
S00103899,85,3,-,1,8,-,3,-,5,4,5,22,11,11,11,1,-,48.3,51
S00103900,89,5,3,4,7,-,-,-,1,4,16,23,2,10,8,6,-,45.8,46
S00103901,88,3,1,1,3,-,-,-,5,6,15,22,7,16,4,2,3,49.7,54
S00103902,134,7,10,3,4,-,3,1,2,2,26,34,12,17,9,3,1,45.9,52
S00103903,148,7,4,1,9,1,7,1,11,5,20,39,14,16,5,6,2,44.3,49
S00103904,109,3,4,5,10,2,5,1,3,-,16,31,8,11,6,3,1,42.8,46
S00103905,169,9,11,1,6,1,3,2,7,8,20,41,22,18,18,2,-,46.2,53
S00103906,127,5,9,2,11,1,1,4,6,1,19,39,10,8,8,3,-,41.8,46
S00103907,131,5,3,3,14,1,2,3,8,6,24,33,13,4,10,1,1,40.6,43
S00103908,111,8,8,1,5,2,7,1,6,5,27,29,4,3,5,-,-,35.7,40
S00103909,95,7,4,1,4,-,1,3,4,2,10,26,6,8,14,5,-,47.9,54
S00103910,86,1,2,2,4,3,1,4,5,6,30,20,5,1,2,-,-,37.4,37
S00103911,90,8,4,-,8,2,3,3,2,5,20,17,4,4,7,1,2,38.1,38
S00103912,117,7,1,2,8,-,2,5,7,6,16,27,11,10,12,3,-,44.4,48
S00103913,80,9,3,-,2,1,1,2,4,9,19,16,3,4,5,2,-,37.6,35
S00103914,106,5,3,1,6,1,3,5,6,7,28,20,5,6,9,1,-,39.4,37
S00103915,146,12,4,6,13,3,7,2,5,-,32,42,4,10,6,-,-,36.7,42
S00103916,95,6,6,1,1,1,1,2,4,4,23,9,8,16,9,1,3,45.5,44
S00103917,73,-,-,-,1,-,4,3,4,7,3,21,9,13,8,-,-,50.9,54
