,All people,White,White: Scottish,White: Other British,White: Irish,White: Gypsy/Traveller,White: Polish,White: Other White,Mixed or multiple ethnic groups,"Asian, Asian Scottish or Asian British","Asian, Asian Scottish or Asian British: Pakistani, Pakistani Scottish or Pakistani British","Asian, Asian Scottish or Asian British: Indian, Indian Scottish or Indian British","Asian, Asian Scottish or Asian British: Bangladeshi, Bangladeshi Scottish or Bangladeshi British","Asian, Asian Scottish or Asian British: Chinese, Chinese Scottish or Chinese British","Asian, Asian Scottish or Asian British: Other Asian",African,"African: African, African Scottish or African British",African: Other African,Caribbean or Black,"Caribbean or Black: Caribbean, Caribbean Scottish or Caribbean British","Caribbean or Black: Black, Black Scottish or Black British",Caribbean or Black: Other Caribbean or Black,Other ethnic groups,"Other ethnic groups: Arab, Arab Scottish or Arab British",Other ethnic groups: Other ethnic group
S00104485,95,89,71,5,4,-,2,7,1,5,-,3,-,2,-,-,-,-,-,-,-,-,-,-,-
S00104486,112,107,100,5,-,-,2,-,-,2,2,-,-,-,-,1,1,-,1,-,1,-,1,1,-
S00104487,129,121,90,13,-,-,16,2,3,3,-,-,-,3,-,2,2,-,-,-,-,-,-,-,-
S00104488,103,92,83,3,1,-,1,4,5,4,3,1,-,-,-,2,2,-,-,-,-,-,-,-,-
S00104489,113,96,79,2,6,-,6,3,1,7,6,1,-,-,-,9,9,-,-,-,-,-,-,-,-
S00104490,113,113,105,6,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00104491,112,105,91,3,1,-,9,1,1,4,-,4,-,-,-,1,1,-,-,-,-,-,1,1,-
S00104492,63,55,47,3,1,-,4,-,-,6,3,-,-,-,3,2,2,-,-,-,-,-,-,-,-
S00104493,100,98,84,7,1,1,5,-,-,2,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-
S00104494,102,99,86,7,3,-,3,-,-,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00104495,212,211,188,15,8,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-
S00104496,114,110,102,8,-,-,-,-,-,-,-,-,-,-,-,4,4,-,-,-,-,-,-,-,-
S00104497,117,114,102,5,1,-,1,5,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00104498,81,78,71,7,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-
S00104499,89,89,85,1,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00104500,80,77,71,3,1,-,-,2,1,1,-,1,-,-,-,1,1,-,-,-,-,-,-,-,-
S00104501,71,71,60,7,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00104502,98,98,93,1,2,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00104503,86,78,73,1,2,-,-,2,-,8,-,2,-,3,3,-,-,-,-,-,-,-,-,-,-
S00104504,118,116,104,4,1,-,2,5,-,1,-,1,-,-,-,-,-,-,1,-,-,1,-,-,-
S00104505,164,159,153,5,-,-,-,1,-,5,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-
S00104506,136,132,121,7,1,-,1,2,-,-,-,-,-,-,-,-,-,-,1,1,-,-,3,-,3
S00104507,114,103,97,4,2,-,-,-,1,10,9,1,-,-,-,-,-,-,-,-,-,-,-,-,-
S00104508,125,116,97,8,4,-,6,1,1,6,5,-,-,-,1,-,-,-,-,-,-,-,2,2,-
S00104509,106,101,96,4,-,-,-,1,2,2,-,1,-,-,1,1,1,-,-,-,-,-,-,-,-
S00104510,111,105,98,4,2,-,-,1,-,6,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-
S00104511,94,94,85,3,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00104512,101,99,96,-,1,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-
S00104513,102,96,88,7,1,-,-,-,-,6,1,-,5,-,-,-,-,-,-,-,-,-,-,-,-
S00104514,134,122,117,3,1,-,1,-,-,12,4,7,-,-,1,-,-,-,-,-,-,-,-,-,-
S00104515,115,106,94,6,2,-,-,4,2,2,-,-,-,-,2,1,1,-,-,-,-,-,4,4,-
S00104516,136,130,110,14,3,-,-,3,-,6,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-
S00104517,145,102,89,-,5,-,4,4,-,43,33,1,6,-,3,-,-,-,-,-,-,-,-,-,-
S00104518,112,108,103,2,-,-,-,3,-,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00104519,112,106,100,5,-,-,1,-,1,4,-,-,4,-,-,-,-,-,-,-,-,-,1,1,-
S00104520,111,105,94,4,3,-,4,-,-,4,4,-,-,-,-,2,2,-,-,-,-,-,-,-,-
S00104521,62,59,55,4,-,-,-,-,-,3,-,-,1,-,2,-,-,-,-,-,-,-,-,-,-
S00104522,116,112,95,4,4,-,8,1,-,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00104523,55,46,45,1,-,-,-,-,-,5,3,1,-,1,-,3,3,-,1,1,-,-,-,-,-
S00104524,59,49,46,2,1,-,-,-,-,9,2,6,-,1,-,1,1,-,-,-,-,-,-,-,-
S00104525,57,55,44,4,-,-,3,4,1,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-
S00104526,74,70,51,5,-,-,2,12,1,3,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00104527,120,111,106,1,-,-,3,1,1,8,5,-,-,3,-,-,-,-,-,-,-,-,-,-,-
S00104528,66,62,53,4,-,1,1,3,1,3,-,2,-,-,1,-,-,-,-,-,-,-,-,-,-
S00104529,72,66,61,2,1,-,-,2,2,3,1,-,-,2,-,-,-,-,1,1,-,-,-,-,-
S00104530,79,68,63,3,1,-,-,1,3,6,5,-,-,-,1,1,1,-,1,1,-,-,-,-,-
S00104531,90,89,75,4,1,-,8,1,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-
S00104532,83,81,80,1,-,-,-,-,-,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00104533,78,73,67,4,-,-,1,1,1,2,2,-,-,-,-,-,-,-,2,2,-,-,-,-,-
S00104534,101,85,76,2,-,-,7,-,5,7,4,3,-,-,-,3,3,-,-,-,-,-,1,-,1
S00104535,89,77,66,1,1,1,8,-,1,8,-,1,4,2,1,3,3,-,-,-,-,-,-,-,-
S00104536,97,88,79,4,-,-,4,1,-,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-
S00104537,68,65,63,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,3,-
S00104538,164,142,128,7,-,-,5,2,4,14,11,-,-,-,3,4,1,3,-,-,-,-,-,-,-
S00104539,97,93,89,2,-,-,1,1,2,2,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-
S00104540,148,140,119,9,-,-,9,3,4,3,1,-,-,2,-,-,-,-,-,-,-,-,1,-,1
S00104541,99,87,77,3,2,-,3,2,5,5,2,-,2,-,1,2,2,-,-,-,-,-,-,-,-
S00104542,127,113,108,3,1,-,-,1,-,9,6,-,3,-,-,1,1,-,2,2,-,-,2,2,-
S00104543,79,76,72,-,-,-,2,2,-,1,1,-,-,-,-,2,2,-,-,-,-,-,-,-,-
S00104544,101,88,79,3,-,-,-,6,-,13,2,5,-,6,-,-,-,-,-,-,-,-,-,-,-
S00104545,120,113,103,4,-,-,2,4,-,7,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-
S00104546,118,115,100,9,2,-,-,4,1,2,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-
S00104547,121,115,106,2,3,-,-,4,-,6,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00104548,134,113,65,10,6,-,29,3,1,17,10,4,-,1,2,3,3,-,-,-,-,-,-,-,-
S00104549,91,72,42,7,1,-,15,7,4,14,8,-,2,4,-,1,1,-,-,-,-,-,-,-,-
S00104550,114,88,45,9,2,2,24,6,1,19,12,3,-,3,1,5,5,-,1,1,-,-,-,-,-
S00104551,89,83,74,4,-,-,5,-,-,6,-,5,-,-,1,-,-,-,-,-,-,-,-,-,-
S00104552,131,94,41,9,1,-,34,9,2,22,5,6,-,1,10,12,12,-,-,-,-,-,1,-,1
S00104553,106,95,53,4,2,-,24,12,-,11,6,5,-,-,-,-,-,-,-,-,-,-,-,-,-
S00104554,112,108,100,7,-,-,-,1,-,4,3,-,-,1,-,-,-,-,-,-,-,-,-,-,-
S00104555,108,103,97,3,1,-,-,2,2,2,-,-,-,2,-,-,-,-,-,-,-,-,1,-,1
S00104556,95,95,82,9,2,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00104557,66,66,64,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00104558,79,79,67,2,-,-,6,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00104559,110,97,88,5,-,-,2,2,-,11,11,-,-,-,-,2,-,2,-,-,-,-,-,-,-
S00104560,96,84,70,6,3,-,4,1,-,11,11,-,-,-,-,1,1,-,-,-,-,-,-,-,-
S00104561,102,98,79,3,3,-,10,3,-,4,3,-,-,-,1,-,-,-,-,-,-,-,-,-,-
S00104562,89,88,82,6,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-
S00104563,77,70,62,-,-,-,-,8,-,7,4,3,-,-,-,-,-,-,-,-,-,-,-,-,-
S00104564,70,69,60,1,2,-,2,4,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00104565,188,177,154,11,3,-,-,9,2,8,1,4,-,-,3,1,1,-,-,-,-,-,-,-,-
S00104566,119,118,93,17,3,-,-,5,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
S00104567,114,114,109,3,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00104568,102,92,82,9,-,-,-,1,-,9,7,2,-,-,-,-,-,-,-,-,-,-,1,-,1
S00104569,123,123,119,3,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00104570,104,101,94,6,-,-,-,1,-,3,-,-,-,2,1,-,-,-,-,-,-,-,-,-,-
S00104571,102,92,82,7,-,-,-,3,7,1,-,-,1,-,-,-,-,-,1,-,-,1,1,-,1
S00104572,107,107,98,7,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00104573,126,123,88,9,3,-,13,10,1,2,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-
S00104574,69,66,52,7,2,-,4,1,1,2,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-
S00104575,116,96,80,10,-,-,4,2,-,20,15,5,-,-,-,-,-,-,-,-,-,-,-,-,-
S00104576,95,84,74,5,-,-,1,4,-,11,1,-,-,-,10,-,-,-,-,-,-,-,-,-,-
S00104577,110,98,83,10,1,-,-,4,-,7,6,1,-,-,-,5,5,-,-,-,-,-,-,-,-
S00104578,100,89,72,14,2,-,-,1,-,3,-,-,3,-,-,-,-,-,-,-,-,-,8,1,7
S00104579,111,111,94,16,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00104580,129,116,81,16,3,-,9,7,2,4,-,1,-,3,-,7,7,-,-,-,-,-,-,-,-
S00104581,148,141,96,14,4,-,10,17,3,3,-,-,-,1,2,-,-,-,1,1,-,-,-,-,-
S00104582,81,79,57,13,-,-,-,9,-,2,-,1,-,1,-,-,-,-,-,-,-,-,-,-,-
S00104583,155,138,86,25,5,-,16,6,5,11,1,4,-,4,2,1,1,-,-,-,-,-,-,-,-
S00104584,73,68,43,14,3,-,2,6,1,4,1,-,-,2,1,-,-,-,-,-,-,-,-,-,-
S00104585,143,137,81,23,4,-,7,22,2,3,-,3,-,-,-,1,1,-,-,-,-,-,-,-,-
S00104586,98,87,58,12,5,-,7,5,-,9,1,-,-,7,1,1,1,-,-,-,-,-,1,1,-
S00104587,107,99,72,15,1,-,-,11,5,2,-,1,-,1,-,1,-,1,-,-,-,-,-,-,-
S00104588,64,49,37,8,1,-,2,1,1,13,12,1,-,-,-,1,1,-,-,-,-,-,-,-,-
S00104589,118,113,91,18,1,-,-,3,-,5,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-
S00104590,106,92,78,13,1,-,-,-,3,11,5,6,-,-,-,-,-,-,-,-,-,-,-,-,-
S00104591,83,76,65,7,-,-,-,4,2,4,4,-,-,-,-,-,-,-,1,-,1,-,-,-,-
S00104592,165,158,135,13,2,-,1,7,-,6,6,-,-,-,-,-,-,-,-,-,-,-,1,-,1
S00104593,98,87,69,12,1,-,1,4,-,8,-,8,-,-,-,-,-,-,3,-,3,-,-,-,-
S00104594,90,88,72,11,-,-,3,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00104595,86,81,53,16,2,-,3,7,1,4,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-
S00104596,97,91,60,13,-,-,12,6,-,2,1,1,-,-,-,2,2,-,-,-,-,-,2,1,1
S00104597,106,97,77,12,3,-,1,4,3,5,1,3,-,-,1,1,1,-,-,-,-,-,-,-,-
S00104598,67,50,46,-,-,-,1,3,4,9,-,3,-,6,-,2,2,-,-,-,-,-,2,2,-
S00104599,114,94,79,8,1,-,-,6,4,9,4,2,-,3,-,5,5,-,-,-,-,-,2,1,1
S00104600,115,90,70,2,-,-,13,5,1,21,16,-,-,-,5,-,-,-,-,-,-,-,3,2,1
S00104601,149,123,88,8,3,-,15,9,1,14,4,1,4,4,1,2,2,-,4,4,-,-,5,4,1
S00104602,77,73,63,1,-,-,7,2,-,2,-,-,-,2,-,-,-,-,2,-,2,-,-,-,-
S00104603,78,77,72,4,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00104604,79,70,49,8,-,-,1,12,-,9,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00104605,92,88,74,9,2,-,1,2,3,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-
S00104606,96,90,71,5,4,-,7,3,2,4,-,3,-,1,-,-,-,-,-,-,-,-,-,-,-
S00104607,101,88,76,9,-,-,2,1,-,12,1,11,-,-,-,1,1,-,-,-,-,-,-,-,-
S00104608,107,102,94,5,1,-,2,-,-,4,4,-,-,-,-,-,-,-,1,1,-,-,-,-,-
S00104609,125,124,118,5,-,-,-,1,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-
S00104610,122,122,113,1,-,-,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00104611,141,136,123,7,1,-,-,5,1,4,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-
S00104612,73,72,67,2,-,-,-,3,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,-
S00104613,119,119,113,5,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00104614,156,148,141,5,-,-,-,2,2,5,5,-,-,-,-,-,-,-,1,-,1,-,-,-,-
S00104615,151,135,131,3,-,-,-,1,-,8,3,1,-,-,4,8,8,-,-,-,-,-,-,-,-
S00104616,98,89,75,8,2,-,1,3,-,7,7,-,-,-,-,2,2,-,-,-,-,-,-,-,-
S00104617,98,94,85,5,1,-,2,1,-,4,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00104618,92,82,81,1,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-,-,-,-,3,3,-
S00104619,121,120,113,3,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1
S00104620,111,108,99,7,-,-,-,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00104621,69,64,56,4,-,-,-,4,1,4,-,1,-,-,3,-,-,-,-,-,-,-,-,-,-
S00104622,90,80,70,4,1,-,4,1,-,6,2,1,-,-,3,-,-,-,-,-,-,-,4,4,-
S00104623,144,143,130,4,-,-,7,2,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-
S00104624,96,95,79,2,2,-,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1
S00104625,98,93,87,2,-,2,-,2,3,1,-,-,-,1,-,1,1,-,-,-,-,-,-,-,-
S00104626,63,63,57,5,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00104627,88,78,74,1,1,-,-,2,2,7,4,-,-,3,-,-,-,-,1,1,-,-,-,-,-
S00104628,93,87,71,8,-,-,4,4,-,6,-,3,-,-,3,-,-,-,-,-,-,-,-,-,-
S00104629,72,72,62,3,-,-,4,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00104630,93,83,74,2,-,-,6,1,1,5,1,3,-,1,-,4,4,-,-,-,-,-,-,-,-
S00104631,91,82,82,-,-,-,-,-,-,9,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00104632,123,122,114,6,1,-,-,1,-,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-
S00104633,130,124,116,7,1,-,-,-,-,6,5,-,-,1,-,-,-,-,-,-,-,-,-,-,-
S00104634,124,123,105,6,-,-,9,3,-,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-
S00104635,128,123,112,4,2,-,-,5,1,4,3,-,1,-,-,-,-,-,-,-,-,-,-,-,-
S00104636,111,103,101,1,-,-,-,1,-,8,7,-,-,1,-,-,-,-,-,-,-,-,-,-,-
S00104637,66,61,57,3,-,-,-,1,-,5,2,-,1,2,-,-,-,-,-,-,-,-,-,-,-
S00104638,128,127,118,6,1,-,-,2,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00104639,143,138,122,5,1,-,4,6,-,5,1,3,-,1,-,-,-,-,-,-,-,-,-,-,-
S00104640,72,72,65,1,1,-,2,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00104641,121,121,115,-,1,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00104642,78,58,53,2,-,-,-,3,-,8,3,4,-,-,1,3,3,-,2,1,1,-,7,7,-
S00104643,70,61,57,1,1,-,1,1,3,3,1,-,-,2,-,-,-,-,1,-,1,-,2,-,2
S00104644,73,62,50,1,-,-,-,11,-,7,2,3,-,2,-,2,2,-,1,-,1,-,1,1,-
S00104645,73,66,44,6,-,1,12,3,-,3,1,-,-,1,1,-,-,-,-,-,-,-,4,4,-
S00104646,105,98,49,23,2,1,2,21,2,3,-,-,-,3,-,-,-,-,2,2,-,-,-,-,-
S00104647,56,53,40,6,1,1,-,5,-,2,-,-,-,2,-,-,-,-,-,-,-,-,1,-,1
S00104648,62,54,36,8,1,-,-,9,4,2,-,1,-,1,-,2,2,-,-,-,-,-,-,-,-
S00104649,67,59,40,7,1,-,-,11,1,-,-,-,-,-,-,7,7,-,-,-,-,-,-,-,-
S00104650,60,54,34,11,3,-,-,6,1,4,-,-,-,2,2,-,-,-,-,-,-,-,1,-,1
S00104651,87,77,51,5,-,-,3,18,-,6,2,3,-,1,-,4,4,-,-,-,-,-,-,-,-
S00104652,72,71,61,6,-,-,1,3,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00104653,86,75,42,14,2,-,9,8,1,9,4,-,-,-,5,1,1,-,-,-,-,-,-,-,-
S00104654,74,62,35,12,2,-,5,8,-,11,2,-,-,6,3,-,-,-,-,-,-,-,1,-,1
S00104655,96,89,49,16,4,-,14,6,1,3,-,1,-,1,1,-,-,-,-,-,-,-,3,-,3
S00104656,87,87,49,17,4,-,6,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00104657,110,108,73,15,5,-,3,12,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
S00104658,139,116,74,21,-,-,11,10,2,18,-,13,-,1,4,2,2,-,-,-,-,-,1,1,-
S00104659,120,96,42,14,3,-,18,19,1,20,2,3,-,11,4,-,-,-,-,-,-,-,3,3,-
S00104660,106,96,55,19,2,-,4,16,3,6,-,1,-,3,2,1,1,-,-,-,-,-,-,-,-
S00104661,217,194,140,28,4,-,1,21,4,15,2,4,-,6,3,-,-,-,2,-,1,1,2,-,2
S00104662,126,116,65,20,3,1,12,15,3,5,-,-,-,-,5,1,1,-,-,-,-,-,1,-,1
S00104663,113,107,57,20,-,-,10,20,4,1,-,-,-,1,-,-,-,-,-,-,-,-,1,1,-
S00104664,136,124,65,44,2,-,-,13,1,9,-,3,-,4,2,-,-,-,1,1,-,-,1,-,1
S00104665,146,130,72,27,10,-,3,18,5,8,1,3,1,1,2,1,1,-,-,-,-,-,2,-,2
S00104666,154,149,65,63,8,-,-,13,1,4,-,-,-,3,1,-,-,-,-,-,-,-,-,-,-
S00104667,99,85,52,30,1,-,1,1,-,13,4,6,-,3,-,-,-,-,-,-,-,-,1,1,-
S00104668,184,169,75,42,8,5,2,37,3,12,-,4,1,3,4,-,-,-,-,-,-,-,-,-,-
S00104669,191,171,80,63,6,-,2,20,4,11,1,2,-,6,2,2,2,-,3,3,-,-,-,-,-
S00104670,105,97,49,33,6,2,-,7,-,7,-,3,-,3,1,-,-,-,1,-,1,-,-,-,-
S00104671,128,116,66,30,6,-,1,13,-,12,4,1,3,3,1,-,-,-,-,-,-,-,-,-,-
S00104672,197,152,64,63,2,-,5,18,5,38,17,7,-,13,1,-,-,-,1,1,-,-,1,1,-
S00104673,117,94,35,27,4,-,-,28,5,18,-,4,-,11,3,-,-,-,-,-,-,-,-,-,-
S00104674,83,75,42,24,-,-,1,8,1,4,-,-,-,-,4,-,-,-,-,-,-,-,3,2,1
S00104675,164,142,52,53,8,1,5,23,3,15,2,5,1,3,4,3,3,-,-,-,-,-,1,1,-
S00104676,133,113,56,28,6,-,3,20,4,14,-,3,-,4,7,1,1,-,1,1,-,-,-,-,-
S00104677,129,118,56,26,8,1,3,24,2,7,2,1,-,2,2,-,-,-,-,-,-,-,2,2,-
S00104678,85,81,49,21,-,-,-,11,-,4,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-
S00104679,121,108,58,18,3,-,4,25,-,11,-,-,-,11,-,-,-,-,-,-,-,-,2,-,2
S00104680,124,91,57,14,2,-,4,14,2,29,-,16,-,11,2,-,-,-,-,-,-,-,2,2,-
S00104681,116,105,62,22,3,-,2,16,1,5,-,3,1,-,1,1,1,-,-,-,-,-,4,4,-
S00104682,151,123,48,41,10,-,-,24,5,22,3,4,-,14,1,-,-,-,-,-,-,-,1,1,-
S00104683,131,114,52,30,5,-,-,27,5,10,-,4,-,6,-,1,1,-,-,-,-,-,1,1,-
S00104684,92,77,44,15,1,-,-,17,1,13,1,1,-,1,10,1,1,-,-,-,-,-,-,-,-
S00104685,123,114,60,34,5,-,3,12,5,4,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-
S00104686,86,66,36,16,1,-,5,8,1,17,3,2,-,3,9,1,1,-,1,1,-,-,-,-,-
S00104687,94,74,33,15,1,-,5,20,2,7,-,1,-,1,5,3,3,-,-,-,-,-,8,8,-
S00104688,110,85,58,19,2,1,1,4,1,23,-,2,-,5,16,-,-,-,1,1,-,-,-,-,-
S00104689,105,89,58,11,2,-,1,17,1,14,-,1,-,12,1,1,1,-,-,-,-,-,-,-,-
S00104690,100,71,37,9,3,-,10,12,8,19,-,2,-,16,1,1,1,-,-,-,-,-,1,1,-
S00104691,104,84,47,17,5,-,-,15,1,18,-,5,-,1,12,1,1,-,-,-,-,-,-,-,-
S00104692,82,61,32,17,-,-,6,6,2,11,-,1,-,9,1,5,5,-,-,-,-,-,3,-,3
S00104693,111,95,67,10,4,-,4,10,2,10,4,2,2,-,2,2,2,-,1,-,-,1,1,-,1
S00104694,115,98,77,6,-,-,8,7,1,12,3,-,-,9,-,-,-,-,1,-,1,-,3,-,3
S00104695,117,90,65,7,-,-,1,17,-,20,3,1,9,6,1,7,7,-,-,-,-,-,-,-,-
S00104696,112,99,71,14,3,-,6,5,-,10,1,4,4,1,-,3,3,-,-,-,-,-,-,-,-
S00104697,108,66,40,8,3,-,4,11,2,36,3,4,7,21,1,4,4,-,-,-,-,-,-,-,-
S00104698,98,72,35,12,1,-,10,14,2,21,-,-,-,20,1,3,3,-,-,-,-,-,-,-,-
S00104699,88,73,65,1,6,-,-,1,-,5,5,-,-,-,-,3,3,-,-,-,-,-,7,6,1
S00104700,384,162,64,18,6,-,-,74,-,210,-,48,-,121,41,6,6,-,1,1,-,-,5,5,-
S00104701,97,95,51,21,5,-,-,18,-,2,1,-,-,-,1,-,-,-,-,-,-,-,-,-,-
S00104702,86,76,53,6,3,-,3,11,-,7,-,-,-,3,4,1,1,-,1,1,-,-,1,1,-
S00104703,147,108,67,34,2,-,-,5,7,31,-,1,1,25,4,-,-,-,1,1,-,-,-,-,-
S00104704,57,48,24,16,3,-,-,5,-,9,-,-,-,4,5,-,-,-,-,-,-,-,-,-,-
S00104705,73,60,27,11,1,1,4,16,1,11,1,3,-,6,1,-,-,-,-,-,-,-,1,1,-
S00104706,88,69,41,14,6,-,-,8,1,6,-,-,-,4,2,3,2,1,1,1,-,-,8,7,1
S00104707,151,124,61,33,3,-,1,26,2,21,2,2,-,8,9,-,-,-,-,-,-,-,4,1,3
S00104708,126,90,64,11,1,-,2,12,-,27,-,6,-,18,3,8,8,-,-,-,-,-,1,-,1
S00104709,97,68,39,14,3,-,3,9,3,21,4,1,-,13,3,3,3,-,2,2,-,-,-,-,-
S00104710,200,127,32,42,6,-,4,43,6,64,-,8,-,41,15,1,1,-,-,-,-,-,2,-,2
S00104711,166,149,84,41,9,-,-,15,6,8,-,2,-,3,3,-,-,-,1,-,1,-,2,1,1
S00104712,170,120,51,23,7,-,1,38,3,40,-,5,1,27,7,6,6,-,-,-,-,-,1,-,1
S00104713,223,203,100,70,6,-,10,17,-,13,5,1,-,7,-,2,2,-,-,-,-,-,5,-,5
S00104714,165,149,80,52,5,-,-,12,3,12,2,2,-,6,2,1,1,-,-,-,-,-,-,-,-
S00104715,130,121,69,34,6,-,-,12,3,6,-,1,-,3,2,-,-,-,-,-,-,-,-,-,-
S00104716,164,141,56,52,7,-,-,26,3,19,-,4,-,10,5,-,-,-,-,-,-,-,1,-,1
S00104717,156,134,58,53,7,-,-,16,4,14,6,-,-,5,3,2,2,-,-,-,-,-,2,1,1
S00104718,105,97,46,38,2,-,1,10,-,5,-,2,-,3,-,1,1,-,-,-,-,-,2,-,2
S00104719,155,136,68,51,4,-,1,12,10,8,1,6,-,-,1,-,-,-,1,-,1,-,-,-,-
S00104720,221,207,106,64,11,1,-,25,3,8,1,-,-,4,3,1,1,-,-,-,-,-,2,2,-
S00104721,133,119,47,48,5,-,-,19,2,12,5,1,-,5,1,-,-,-,-,-,-,-,-,-,-
S00104722,130,128,58,34,8,1,1,26,-,2,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-
S00104723,111,100,50,30,2,-,3,15,2,8,1,1,-,6,-,-,-,-,-,-,-,-,1,1,-
S00104724,149,135,54,43,4,-,2,32,1,11,6,1,-,3,1,1,1,-,1,1,-,-,-,-,-
S00104725,175,162,71,64,6,1,1,19,2,8,2,3,-,1,2,1,1,-,1,1,-,-,1,-,1
S00104726,221,199,93,73,9,-,2,22,5,13,2,-,4,3,4,3,3,-,1,1,-,-,-,-,-
S00104727,182,164,80,51,10,1,2,20,5,11,5,1,-,5,-,-,-,-,-,-,-,-,2,1,1
S00104728,137,124,63,32,2,-,4,23,5,6,-,1,-,5,-,-,-,-,-,-,-,-,2,1,1
S00104729,213,191,93,67,9,-,5,17,4,16,-,1,-,8,7,1,1,-,-,-,-,-,1,-,1
S00104730,170,153,80,40,13,-,-,20,3,11,2,3,-,6,-,2,2,-,1,1,-,-,-,-,-
